key,comp_level,set_number,match_number,team_key,start_Pos_5isBlue,a_Net,a_Proc,a_L4,a_L3,a_L1,t_Defense,a_L2,t_timeFrozen,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,t_reefAlgae,t_Tipped,auto_Notes,endgame_Notes,match_Scouter,end_Pos,tele_Notes,a_Leave,a_Station,a_reefAlgae,r1,b1,b3,r2,b2,r3,ba_redscore,ba_bluescore,no_show
2025orwil_qm11,qm,1,11,frc1540,1,0,0,0,0,0,,0,,,,,,,,,0,,,,None,,0,0,0,frc1595,frc4488,frc1844,frc5975,frc2550,frc1540,-1,-1,0
2025orwil_qm11,qm,1,11,frc4488,,,,,,,,,,,,,,,,,,,,,,,,,,frc1595,frc4488,frc1844,frc5975,frc2550,frc1540,-1,-1,
2025orwil_qm11,qm,1,11,frc2550,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc1595,frc4488,frc1844,frc5975,frc2550,frc1540,-1,-1,0
2025orwil_qm11,qm,1,11,frc1844,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc1595,frc4488,frc1844,frc5975,frc2550,frc1540,-1,-1,0
2025orwil_qm12,qm,1,12,frc997,,,,,,,,,,,,,,,,,,,,,,,,,,frc997,frc2915,frc2811,frc10444,frc9430,frc1359,-1,-1,
2025orwil_qm12,qm,1,12,frc10444,,,,,,,,,,,,,,,,,,,,,,,,,,frc997,frc2915,frc2811,frc10444,frc9430,frc1359,-1,-1,
2025orwil_qm12,qm,1,12,frc1359,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc997,frc2915,frc2811,frc10444,frc9430,frc1359,-1,-1,0
2025orwil_qm12,qm,1,12,frc2915,,,,,,,,,,,,,,,,,,,,,,,,,,frc997,frc2915,frc2811,frc10444,frc9430,frc1359,-1,-1,
2025orwil_qm12,qm,1,12,frc9430,,,,,,,,,,,,,,,,,,,,,,,,,,frc997,frc2915,frc2811,frc10444,frc9430,frc1359,-1,-1,
2025orwil_qm12,qm,1,12,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,,frc997,frc2915,frc2811,frc10444,frc9430,frc1359,-1,-1,
2025orwil_qm13,qm,1,13,frc2733,,,,,,,,,,,,,,,,,,,,,,,,,,frc2733,frc4692,frc3024,frc9567,frc2374,frc2521,-1,-1,
2025orwil_qm13,qm,1,13,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,,frc2733,frc4692,frc3024,frc9567,frc2374,frc2521,-1,-1,
2025orwil_qm13,qm,1,13,frc2521,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc2733,frc4692,frc3024,frc9567,frc2374,frc2521,-1,-1,0
2025orwil_qm13,qm,1,13,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,,frc2733,frc4692,frc3024,frc9567,frc2374,frc2521,-1,-1,
2025orwil_qm13,qm,1,13,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,,frc2733,frc4692,frc3024,frc9567,frc2374,frc2521,-1,-1,
2025orwil_qm13,qm,1,13,frc3024,,,,,,,,,,,,,,,,,,,,,,,,,,frc2733,frc4692,frc3024,frc9567,frc2374,frc2521,-1,-1,
2025orwil_qm14,qm,1,14,frc3673,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc5975,frc6831,frc6443,frc1425,frc5970,-1,-1,
2025orwil_qm14,qm,1,14,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc5975,frc6831,frc6443,frc1425,frc5970,-1,-1,
2025orwil_qm14,qm,1,14,frc5970,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc3673,frc5975,frc6831,frc6443,frc1425,frc5970,-1,-1,0
2025orwil_qm14,qm,1,14,frc5975,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc5975,frc6831,frc6443,frc1425,frc5970,-1,-1,
2025orwil_qm14,qm,1,14,frc1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,None,,0,0,0,frc3673,frc5975,frc6831,frc6443,frc1425,frc5970,-1,-1,0
2025orwil_qm14,qm,1,14,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc5975,frc6831,frc6443,frc1425,frc5970,-1,-1,
2025orwil_qm15,qm,1,15,frc753,,,,,,,,,,,,,,,,,,,,,,,,,,frc753,frc3674,frc4662,frc6343,frc1844,frc4488,-1,-1,
2025orwil_qm15,qm,1,15,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,,frc753,frc3674,frc4662,frc6343,frc1844,frc4488,-1,-1,
2025orwil_qm15,qm,1,15,frc4488,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc753,frc3674,frc4662,frc6343,frc1844,frc4488,-1,-1,0
2025orwil_qm15,qm,1,15,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,,frc753,frc3674,frc4662,frc6343,frc1844,frc4488,-1,-1,
2025orwil_qm15,qm,1,15,frc1844,,,,,,,,,,,,,,,,,,,,,,,,,,frc753,frc3674,frc4662,frc6343,frc1844,frc4488,-1,-1,
2025orwil_qm15,qm,1,15,frc4662,,,,,,,,,,,,,,,,,,,,,,,,,,frc753,frc3674,frc4662,frc6343,frc1844,frc4488,-1,-1,
2025orwil_qm16,qm,1,16,frc9600,,,,,,,,,,,,,,,,,,,,,,,,,,frc9600,frc1540,frc3636,frc957,frc2811,frc4043,-1,-1,
2025orwil_qm16,qm,1,16,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc9600,frc1540,frc3636,frc957,frc2811,frc4043,-1,-1,
2025orwil_qm16,qm,1,16,frc4043,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc9600,frc1540,frc3636,frc957,frc2811,frc4043,-1,-1,0
2025orwil_qm16,qm,1,16,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc9600,frc1540,frc3636,frc957,frc2811,frc4043,-1,-1,
2025orwil_qm16,qm,1,16,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,,frc9600,frc1540,frc3636,frc957,frc2811,frc4043,-1,-1,
2025orwil_qm16,qm,1,16,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc9600,frc1540,frc3636,frc957,frc2811,frc4043,-1,-1,
2025orwil_qm17,qm,1,17,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc5468,frc1595,frc997,frc2471,frc2550,-1,-1,
2025orwil_qm17,qm,1,17,frc997,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc6696,frc5468,frc1595,frc997,frc2471,frc2550,-1,-1,0
2025orwil_qm17,qm,1,17,frc2550,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc6696,frc5468,frc1595,frc997,frc2471,frc2550,-1,-1,0
2025orwil_qm17,qm,1,17,frc5468,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc5468,frc1595,frc997,frc2471,frc2550,-1,-1,
2025orwil_qm17,qm,1,17,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc5468,frc1595,frc997,frc2471,frc2550,-1,-1,
2025orwil_qm17,qm,1,17,frc1595,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc5468,frc1595,frc997,frc2471,frc2550,-1,-1,
2025orwil_qm18,qm,1,18,frc2521,,,,,,,,,,,,,,,,,,,,,,,,,,frc2521,frc6443,frc3674,frc2915,frc753,frc3024,-1,-1,
2025orwil_qm18,qm,1,18,frc2915,,,,,,,,,,,,,,,,,,,,,,,,,,frc2521,frc6443,frc3674,frc2915,frc753,frc3024,-1,-1,
2025orwil_qm18,qm,1,18,frc3024,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc2521,frc6443,frc3674,frc2915,frc753,frc3024,-1,-1,0
2025orwil_qm18,qm,1,18,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc2521,frc6443,frc3674,frc2915,frc753,frc3024,-1,-1,
2025orwil_qm18,qm,1,18,frc753,,,,,,,,,,,,,,,,,,,,,,,,,,frc2521,frc6443,frc3674,frc2915,frc753,frc3024,-1,-1,
2025orwil_qm18,qm,1,18,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,,frc2521,frc6443,frc3674,frc2915,frc753,frc3024,-1,-1,
2025orwil_qm19,qm,1,19,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,,frc2811,frc4662,frc4692,frc4043,frc9567,frc1425,-1,-1,
2025orwil_qm19,qm,1,19,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc2811,frc4662,frc4692,frc4043,frc9567,frc1425,-1,-1,
2025orwil_qm19,qm,1,19,frc1425,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc2811,frc4662,frc4692,frc4043,frc9567,frc1425,-1,-1,0
2025orwil_qm19,qm,1,19,frc4662,,,,,,,,,,,,,,,,,,,,,,,,,,frc2811,frc4662,frc4692,frc4043,frc9567,frc1425,-1,-1,
2025orwil_qm19,qm,1,19,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,,frc2811,frc4662,frc4692,frc4043,frc9567,frc1425,-1,-1,
2025orwil_qm19,qm,1,19,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,,frc2811,frc4662,frc4692,frc4043,frc9567,frc1425,-1,-1,
2025orwil_qm2,qm,1,2,frc4488,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,Went for level four but ultimately missed,parked,Naman,Park,amazing and pretty satisfying level for placement but cycle times are very slow because of small intake preventing fastest cycle times,1,0,0,frc4488,frc4043,frc6343,frc6443,frc5975,frc9567,-1,-1,0
2025orwil_qm2,qm,1,2,frc6443,4,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,auto was pretty accurate ,Late climb but made it,cayden,Deep Climb,"slow at placing coral, no algae",1,1,0,frc4488,frc4043,frc6343,frc6443,frc5975,frc9567,-1,-1,0
2025orwil_qm2,qm,1,2,frc9567,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Auto was simple- moving forward and placing L1 (robot can only place L1),Didn't park or climb,Dev Sharma,None,"Teleop was defense, and their robot moved slowly, and was constantly wobbling and tipping over. However, they did play somewhat effective defense",1,0,0,frc4488,frc4043,frc6343,frc6443,frc5975,frc9567,-1,-1,0
2025orwil_qm2,qm,1,2,frc4043,5,0,0,5,0,1,0,0,0,0,0,5,0,0,0,0,0,Was able to score a lot on 4,Robot was able to deep climb for 6643,Pranay,Shallow Climb,Had trouble getting coral on level 3 ,0,0,0,frc4488,frc4043,frc6343,frc6443,frc5975,frc9567,-1,-1,0
2025orwil_qm2,qm,1,2,frc5975,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Left start, didn't do anything else",Parked at the end,Pranav ,Park,"Didn't do much the entire match. Grabbed coral from station twice and tried to place in L1 but failed. Very slow bot, wandered aimlessly around the field and seemed very confused. Constantly in way",1,0,0,frc4488,frc4043,frc6343,frc6443,frc5975,frc9567,-1,-1,0
2025orwil_qm2,qm,1,2,frc6343,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,Missed coral,no attempt to climb,ave wilson,None,inacurrate with placing ,1,0,0,frc4488,frc4043,frc6343,frc6443,frc5975,frc9567,-1,-1,0
2025orwil_qm20,qm,1,20,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc3636,frc4488,frc2733,frc9430,frc5468,frc1844,-1,-1,
2025orwil_qm20,qm,1,20,frc9430,,,,,,,,,,,,,,,,,,,,,,,,,,frc3636,frc4488,frc2733,frc9430,frc5468,frc1844,-1,-1,
2025orwil_qm20,qm,1,20,frc1844,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc3636,frc4488,frc2733,frc9430,frc5468,frc1844,-1,-1,0
2025orwil_qm20,qm,1,20,frc4488,,,,,,,,,,,,,,,,,,,,,,,,,,frc3636,frc4488,frc2733,frc9430,frc5468,frc1844,-1,-1,
2025orwil_qm20,qm,1,20,frc5468,,,,,,,,,,,,,,,,,,,,,,,,,,frc3636,frc4488,frc2733,frc9430,frc5468,frc1844,-1,-1,
2025orwil_qm20,qm,1,20,frc2733,,,,,,,,,,,,,,,,,,,,,,,,,,frc3636,frc4488,frc2733,frc9430,frc5468,frc1844,-1,-1,
2025orwil_qm21,qm,1,21,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6343,frc9600,frc1595,frc6831,frc2550,-1,-1,
2025orwil_qm21,qm,1,21,frc1595,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6343,frc9600,frc1595,frc6831,frc2550,-1,-1,
2025orwil_qm21,qm,1,21,frc2550,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc957,frc6343,frc9600,frc1595,frc6831,frc2550,-1,-1,0
2025orwil_qm21,qm,1,21,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6343,frc9600,frc1595,frc6831,frc2550,-1,-1,
2025orwil_qm21,qm,1,21,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6343,frc9600,frc1595,frc6831,frc2550,-1,-1,
2025orwil_qm21,qm,1,21,frc9600,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6343,frc9600,frc1595,frc6831,frc2550,-1,-1,
2025orwil_qm22,qm,1,22,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc3673,frc2471,frc1540,frc997,frc6696,-1,-1,
2025orwil_qm22,qm,1,22,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc3673,frc2471,frc1540,frc997,frc6696,-1,-1,
2025orwil_qm22,qm,1,22,frc6696,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc2374,frc3673,frc2471,frc1540,frc997,frc6696,-1,-1,0
2025orwil_qm22,qm,1,22,frc3673,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc3673,frc2471,frc1540,frc997,frc6696,-1,-1,
2025orwil_qm22,qm,1,22,frc997,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc3673,frc2471,frc1540,frc997,frc6696,-1,-1,
2025orwil_qm22,qm,1,22,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc3673,frc2471,frc1540,frc997,frc6696,-1,-1,
2025orwil_qm23,qm,1,23,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,,frc1359,frc4692,frc5975,frc5970,frc10444,frc4662,-1,-1,
2025orwil_qm23,qm,1,23,frc5970,,,,,,,,,,,,,,,,,,,,,,,,,,frc1359,frc4692,frc5975,frc5970,frc10444,frc4662,-1,-1,
2025orwil_qm23,qm,1,23,frc4662,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc1359,frc4692,frc5975,frc5970,frc10444,frc4662,-1,-1,0
2025orwil_qm23,qm,1,23,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,,frc1359,frc4692,frc5975,frc5970,frc10444,frc4662,-1,-1,
2025orwil_qm23,qm,1,23,frc10444,,,,,,,,,,,,,,,,,,,,,,,,,,frc1359,frc4692,frc5975,frc5970,frc10444,frc4662,-1,-1,
2025orwil_qm23,qm,1,23,frc5975,,,,,,,,,,,,,,,,,,,,,,,,,,frc1359,frc4692,frc5975,frc5970,frc10444,frc4662,-1,-1,
2025orwil_qm24,qm,1,24,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6443,frc1595,frc3024,frc2521,frc9567,-1,-1,
2025orwil_qm24,qm,1,24,frc3024,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6443,frc1595,frc3024,frc2521,frc9567,-1,-1,
2025orwil_qm24,qm,1,24,frc9567,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc957,frc6443,frc1595,frc3024,frc2521,frc9567,-1,-1,0
2025orwil_qm24,qm,1,24,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6443,frc1595,frc3024,frc2521,frc9567,-1,-1,
2025orwil_qm24,qm,1,24,frc2521,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6443,frc1595,frc3024,frc2521,frc9567,-1,-1,
2025orwil_qm24,qm,1,24,frc1595,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc6443,frc1595,frc3024,frc2521,frc9567,-1,-1,
2025orwil_qm25,qm,1,25,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc753,frc3636,frc2811,frc5468,frc997,-1,-1,
2025orwil_qm25,qm,1,25,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc753,frc3636,frc2811,frc5468,frc997,-1,-1,
2025orwil_qm25,qm,1,25,frc997,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc2374,frc753,frc3636,frc2811,frc5468,frc997,-1,-1,0
2025orwil_qm25,qm,1,25,frc753,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc753,frc3636,frc2811,frc5468,frc997,-1,-1,
2025orwil_qm25,qm,1,25,frc5468,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc753,frc3636,frc2811,frc5468,frc997,-1,-1,
2025orwil_qm25,qm,1,25,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc2374,frc753,frc3636,frc2811,frc5468,frc997,-1,-1,
2025orwil_qm26,qm,1,26,frc5975,,,,,,,,,,,,,,,,,,,,,,,,,,frc5975,frc2733,frc6696,frc4488,frc6831,frc3674,-1,-1,
2025orwil_qm26,qm,1,26,frc4488,,,,,,,,,,,,,,,,,,,,,,,,,,frc5975,frc2733,frc6696,frc4488,frc6831,frc3674,-1,-1,
2025orwil_qm26,qm,1,26,frc3674,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc5975,frc2733,frc6696,frc4488,frc6831,frc3674,-1,-1,0
2025orwil_qm26,qm,1,26,frc2733,,,,,,,,,,,,,,,,,,,,,,,,,,frc5975,frc2733,frc6696,frc4488,frc6831,frc3674,-1,-1,
2025orwil_qm26,qm,1,26,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc5975,frc2733,frc6696,frc4488,frc6831,frc3674,-1,-1,
2025orwil_qm26,qm,1,26,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc5975,frc2733,frc6696,frc4488,frc6831,frc3674,-1,-1,
2025orwil_qm27,qm,1,27,frc3673,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc6343,frc1425,frc2915,frc5970,frc1540,-1,-1,
2025orwil_qm27,qm,1,27,frc2915,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc6343,frc1425,frc2915,frc5970,frc1540,-1,-1,
2025orwil_qm27,qm,1,27,frc1540,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc3673,frc6343,frc1425,frc2915,frc5970,frc1540,-1,-1,0
2025orwil_qm27,qm,1,27,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc6343,frc1425,frc2915,frc5970,frc1540,-1,-1,
2025orwil_qm27,qm,1,27,frc5970,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc6343,frc1425,frc2915,frc5970,frc1540,-1,-1,
2025orwil_qm27,qm,1,27,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,,frc3673,frc6343,frc1425,frc2915,frc5970,frc1540,-1,-1,
2025orwil_qm28,qm,1,28,frc1844,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2550,frc9430,frc4043,frc2471,frc10444,-1,-1,
2025orwil_qm28,qm,1,28,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2550,frc9430,frc4043,frc2471,frc10444,-1,-1,
2025orwil_qm28,qm,1,28,frc10444,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc1844,frc2550,frc9430,frc4043,frc2471,frc10444,-1,-1,0
2025orwil_qm28,qm,1,28,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2550,frc9430,frc4043,frc2471,frc10444,-1,-1,
2025orwil_qm28,qm,1,28,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2550,frc9430,frc4043,frc2471,frc10444,-1,-1,
2025orwil_qm28,qm,1,28,frc9430,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2550,frc9430,frc4043,frc2471,frc10444,-1,-1,
2025orwil_qm29,qm,1,29,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc1359,frc957,frc753,frc6696,frc9600,-1,-1,
2025orwil_qm29,qm,1,29,frc753,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc1359,frc957,frc753,frc6696,frc9600,-1,-1,
2025orwil_qm29,qm,1,29,frc9600,1,,,,,,,,,,,,,,,,0,,,,None,,,,,frc9567,frc1359,frc957,frc753,frc6696,frc9600,-1,-1,0
2025orwil_qm29,qm,1,29,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc1359,frc957,frc753,frc6696,frc9600,-1,-1,
2025orwil_qm29,qm,1,29,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc1359,frc957,frc753,frc6696,frc9600,-1,-1,
2025orwil_qm29,qm,1,29,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc1359,frc957,frc753,frc6696,frc9600,-1,-1,
2025orwil_qm3,qm,1,3,frc2374,3,0,0,1,0,0,0,0,0,0,0,3,4,0,0,1,0,Placed on level four,parked at last moment,Naman,Park,very tasty and efficient cycle times. Nevertheless cycle times could be greater because of small intake and robot is very slow when placing. Capable of removing algae with ease,1,0,0,frc2374,frc3673,frc753,frc5468,frc1359,frc2550,-1,-1,0
2025orwil_qm3,qm,1,3,frc5468,2,0,0,1,0,0,0,0,0,0,0,6,2,5,0,3,0,When trying to collect the source position was off,fast climb,cayden,Deep Climb,really fast and very accurate ,1,0,0,frc2374,frc3673,frc753,frc5468,frc1359,frc2550,-1,-1,0
2025orwil_qm3,qm,1,3,frc2550,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Auto was just leaving and trying to place L4, but missed. Mechanism looked somewhat smooth","Just parked, maybe was going to climb, but time ran out.",Dev Sharma,Park,"Teleop was mostly placing algae in the processor, and can only collect ground algae, but collecting and placing mechanism for it wasn't very reliable. Scored 1 in red processor, and 2 in the blue proc",1,0,0,frc2374,frc3673,frc753,frc5468,frc1359,frc2550,-1,-1,0
2025orwil_qm3,qm,1,3,frc3673,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Was able to get a lot of coral in the amount of time ,Was able to shallow climb and was the 1st to do it ,Pranay ,Shallow Climb,was able to drive really fast ,1,0,0,frc2374,frc3673,frc753,frc5468,frc1359,frc2550,-1,-1,0
2025orwil_qm3,qm,1,3,frc1359,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Just left start,Deep climbed pretty quickly,Pranav,Deep Climb,"Didn't do much the whole match. Incredibly slow robot, at moving, moving elevator up and placing. Placing very inaccurate, tried cycles but never made it in.",1,0,0,frc2374,frc3673,frc753,frc5468,frc1359,frc2550,-1,-1,0
