key,comp_level,set_number,match_number,team_key,start_Pos_5isBlue,a_Proc,a_L4,a_L3,a_L2,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,end_Pos,t_Tipped,auto_Notes,tele_Notes,endgame_Notes,match_Scouter,a_Leave,a_Station,a_Net,a_reefAlgae,r1,b1,b2,b3,r2,r3,ba_bluescore,ba_redscore,ba_autoCoralCount,ba_autoCoralPoints,ba_autoLineRobot1,ba_autoLineRobot2,ba_autoLineRobot3,ba_autoMobilityPoints,ba_autoPoints,ba_bargeBonusAchieved,ba_coopertitionCriteriaMet,ba_coralBonusAchieved,ba_endGameBargePoints,ba_endGameRobot1,ba_endGameRobot2,ba_endGameRobot3,ba_foulCount,ba_foulPoints,ba_g206Penalty,ba_g410Penalty,ba_g418Penalty,ba_g428Penalty,ba_netAlgaeCount,ba_rp,ba_techFoulCount,ba_teleopCoralCount,ba_teleopCoralPoints,ba_teleopPoints,ba_totalPoints,ba_wallAlgaeCount,ba_algaePoints,ba_adjustPoints,ba_autoBonusAchieved,ba_winning_alliance
2025orore_qm11,qm,1,11,frc5975,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,didnt leave start zone.,incapable of doing anything on the field just roamed in a 3 meter radius.,parked just fine,naman,0,0,0,0,frc5975,frc3636,frc2557,frc1425,frc9430,frc847,110,64,0,0,No,Yes,Yes,6,6,0,0,0,6,Parked,Parked,Parked,0,6,0,0,0,0,0,0,0,14,46,52,64,0,0,0,0,blue
2025orore_qm11,qm,1,11,frc9430,1,,,,,,,,,,,,,,,None,0,,,,,,,,,frc5975,frc3636,frc2557,frc1425,frc9430,frc847,110,64,0,0,No,Yes,Yes,6,6,0,0,0,6,Parked,Parked,Parked,0,6,0,0,0,0,0,0,0,14,46,52,64,0,0,0,0,blue
2025orore_qm11,qm,1,11,frc847,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,Park,0,Left start zone and nothing else,"Collection very inaccurate, takes many tries. Ran multiple cycles but not as fast bot. Place is accurate","Parked, attempted to climb but couldn't get high enough",Pranav,1,0,0,0,frc5975,frc3636,frc2557,frc1425,frc9430,frc847,110,64,0,0,No,Yes,Yes,6,6,0,0,0,6,Parked,Parked,Parked,0,6,0,0,0,0,0,0,0,14,46,52,64,0,0,0,0,blue
2025orore_qm11,qm,1,11,frc3636,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,None,0,,,Don't trust this cuz I wasn't watching,Unv,1,0,0,0,frc5975,frc3636,frc2557,frc1425,frc9430,frc847,110,64,2,14,Yes,Yes,Yes,9,23,0,0,1,6,Parked,Parked,Parked,0,0,0,0,0,0,0,5,1,24,81,87,110,0,0,0,1,blue
2025orore_qm11,qm,1,11,frc2557,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Park,0,"Had drive forward auto, not very good auto","pretty good at l1, but cant really do anything else","they parked. 

not amazing overall, but definetly not bad. ",Michael,1,0,0,0,frc5975,frc3636,frc2557,frc1425,frc9430,frc847,110,64,2,14,Yes,Yes,Yes,9,23,0,0,1,6,Parked,Parked,Parked,0,0,0,0,0,0,0,5,1,24,81,87,110,0,0,0,1,blue
2025orore_qm11,qm,1,11,frc1425,1,0,2,0,0,0,0,0,2,0,0,2,2,3,1,Deep Climb,0,did quite well was able to place preloaded coral as well as a second one,consistently placed coral as well as was able to take algae off of reef,"Did well, was able to do the deep climb",Ave wilson,1,1,0,0,frc5975,frc3636,frc2557,frc1425,frc9430,frc847,110,64,2,14,Yes,Yes,Yes,9,23,0,0,1,6,Parked,Parked,Parked,0,0,0,0,0,0,0,5,1,24,81,87,110,0,0,0,1,blue
2025orore_qm12,qm,1,12,frc6696,1,0,0,0,0,0,0,0,0,0,0,3,2,4,0,None,0,"First coral hit the algae and then when did the station collect, coral went through the wheels and got spat out",Manual placement,didn't go for it,Marcellino 😎👌,1,1,0,0,frc6696,frc4662,frc3673,frc4043,frc4488,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm12,qm,1,12,frc4488,3,0,1,0,0,0,0,0,0,0,0,2,0,0,1,Park,0,went forward and placed,Had trouble with intaking coral as well as was unable to place the coral well,waited till last second quickly went to park,Ave wilson,1,0,0,0,frc6696,frc4662,frc3673,frc4043,frc4488,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm12,qm,1,12,frc3663,1,0,1,0,0,0,0,0,3,0,0,1,4,1,1,Deep Climb,0,"Missed one l4, made one l4",all levels are very reliable,"immediately climbed after bell rang, did it cry quickly",Aarush ,0,0,0,0,frc6696,frc4662,frc3673,frc4043,frc4488,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm12,qm,1,12,frc4662,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Park,0,Leave only,L4 capable but is very very slow. like 20sec just to raise arm and align,"Made a dash, might have ran extended arm into barge?",Sam,1,0,0,0,frc6696,frc4662,frc3673,frc4043,frc4488,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm12,qm,1,12,frc3673,3,0,0,0,0,1,0,0,0,0,0,0,2,3,1,Park,0,"Auto is fine, center one coral. ","Pretty fast cycles, but seemingly cant do l4. A decent second pick (third team)","They parked. 

Overall not bad, but I cant say they are good. They had fast cycles and ",,1,0,0,0,frc6696,frc4662,frc3673,frc4043,frc4488,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm12,qm,1,12,frc4043,5,0,0,0,0,0,0,0,2,0,0,5,0,0,2,None,0,"Left start zone, did nothing else","Ran very fast cycles, removed a bunch of algae, good speedy bot with decent collection accuracy. High placement accuracy","Climbed but failed, climbed again and barely made barge RP. Tipped a lot during climb",Pranav,1,0,0,0,frc6696,frc4662,frc3673,frc4043,frc4488,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm13,qm,1,13,frc1844,5,0,0,0,0,0,0,150,0,0,0,0,0,0,0,None,0,"Didn't move, something is wrong with their robot.","Robot structure looks good, but it didn't move at all, due to some driver station or game pad or stopping issue.",Didn't climb because of connection or connection issue.,naman,0,0,0,0,frc1844,frc6443,frc957,frc6831,frc5970,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm13,qm,1,13,frc5970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Park,0,Left but did nothing else,it was Consistently placing coral till it seemed to be unable to dispense coral,It started quite early and tried to climb,Ave wilson,1,0,0,0,frc1844,frc6443,frc957,frc6831,frc5970,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm13,qm,1,13,frc2915,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,"Went to the reef, the stoped",Coral placement is very slow and very unreliable. Robot moves very slow. Di nothing contribute to the team,parks immediately,Aarush,1,0,0,0,frc1844,frc6443,frc957,frc6831,frc5970,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm13,qm,1,13,frc6443,4,0,0,0,0,0,0,0,2,0,0,1,1,3,0,Park,0,Attempted to score L4 but missed. Coral fell on ground and blocked reef causing another bot to miss as well.,Fast reliable coral scoring. Can accept coral in different spots in collector,Latched on but didn't attempt climb further,Sam,1,0,0,0,frc1844,frc6443,frc957,frc6831,frc5970,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm13,qm,1,13,frc957,4,0,2,0,0,0,0,0,1,0,0,2,4,2,0,Deep Climb,0,"Very good, looked like 2.5, but they didnt drive far enough to collect it. ",Very fast cycles. I dont think I saw it miss. It got 8.5 cycles + climb. possibly first pick if we dont need an algae bot. ,"They can deep climb, but it takes ~5 secs longer than ours do. ",Michael,1,1,0,0,frc1844,frc6443,frc957,frc6831,frc5970,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm13,qm,1,13,frc6831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,"Left start zone, attempted to place, failed so not sure on which level","Seemed extremely confused throughout the match and was unable to do anything. Collection was very inaccurate, unable to place at all and failed at algae removal",Parked,Pranav,1,0,0,0,frc1844,frc6443,frc957,frc6831,frc5970,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm14,qm,1,14,frc2635,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,Park,0,left start zone,great algae removal and processing. quick and efficient cycles.,parked fine.,Naman Pradhan,1,0,0,0,frc2635,frc3812,frc6845,frc9446,frc2471,frc2898,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm14,qm,1,14,frc2471,4,0,1,0,0,0,0,0,0,0,0,2,2,0,0,Deep Climb,0,Was able to place one and collect another,"was inconsistently able to place coral, often too much force and bad aim",Did well was able to successfully climb,Ave wilson,1,1,0,0,frc2635,frc3812,frc6845,frc9446,frc2471,frc2898,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm14,qm,1,14,frc2898,1,0,0,0,0,0,0,20,0,0,1,0,0,0,0,None,0,Moved out and astoped,"Tried,to get l4 but failed after 30 seconds,of trying. Went to ge a coral, but coral got stuck inside. Estoped",n/a,AARUSH,1,0,0,0,frc2635,frc3812,frc6845,frc9446,frc2471,frc2898,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm14,qm,1,14,frc3812,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,leave only ,ejected a coral onto the ground immediately after auto. Then got a coral stuck in frame and didn't do anything after that.,"Attempted shallow cage, failed",Sam,1,0,0,0,frc2635,frc3812,frc6845,frc9446,frc2471,frc2898,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm14,qm,1,14,frc6845,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,0,They moved.,"Their defense is not good, DNP for defense, many would do better","Parked.

Not a good bot. ",Michael,1,0,0,0,frc2635,frc3812,frc6845,frc9446,frc2471,frc2898,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm14,qm,1,14,frc9446,0,,,,,,,,,,,,,,,None,0,No show,,,Pranav,,,,,frc2635,frc3812,frc6845,frc9446,frc2471,frc2898,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm15,qm,1,15,frc7034,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Deep Climb,0,"Auto was moving forward, place (L1 I think, couldn't tell), and attempted to collect coral from station, but unsuccessful collect and place.","Tried to place on L1 multiple times, but failed almost every single time, and human  feeding was somewhat unreliable.","Was able to climb deep climb well, and in time.",naman,1,0,0,0,frc7034,frc2733,frc9438,frc10444,frc3574,frc1540,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm15,qm,1,15,frc3574,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,did nothing,seemed to be unable to place and outtake coral,Seemed to stop trying they might have not intended to,Ave wilson,0,0,0,0,frc7034,frc2733,frc9438,frc10444,frc3574,frc1540,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm15,qm,1,15,frc1540,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Deep Climb,0,"Removed 1 algae, paused","spun in circles for the majority of the match due to a coral stuck in the machine, but scored 3 on l1 ",deep climb is efficient and fast,Aarush V,1,0,0,1,frc7034,frc2733,frc9438,frc10444,frc3574,frc1540,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm15,qm,1,15,frc2733,1,0,0,0,1,1,0,16,0,0,0,2,0,0,0,None,0,leave only,missed just about every L4 it attempted(probably 6 ish),"Ran out of time, prioritized scoring",Sam,1,0,0,0,frc7034,frc2733,frc9438,frc10444,frc3574,frc1540,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm15,qm,1,15,frc9438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,None,0,they moved,they tried,they didnt,Michael,1,0,0,0,frc7034,frc2733,frc9438,frc10444,frc3574,frc1540,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm15,qm,1,15,frc10444,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,Left start zone,"Tried to remove one specific algae the entire game. Failed, has an incredibly weird and highly inaccurate algae remover",Parked,Pranav,1,0,0,0,frc7034,frc2733,frc9438,frc10444,frc3574,frc1540,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm16,qm,1,16,frc9430,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,Park,0,moved out of start zone,"very well rounded team as they were capable of both removing algae and placing coral, however, the cycles looked like they were stuttering and that combined with the high elevatorcouldberecipefordisas",parked,naman,1,0,0,0,frc9430,frc2915,frc4488,frc4662,frc2557,frc6831,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm16,qm,1,16,frc2557,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Park,0,Went forward,Very poorly did level 1 coral then eventually switched to defense via going to the other side and blocking the coral collect,Did not attempt climb,Ave wilson,1,0,0,0,frc9430,frc2915,frc4488,frc4662,frc2557,frc6831,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm16,qm,1,16,frc6831,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Park,0,Was attempting to place but aim was not good and missed and ended with u successfully collecting from the station,"was not very good either as human feeding was slow, and attempts to place on L1 were rickety, aimless, and unsuccessful/unreliable","just parked, and didn't try to climb",Dev Sharma ,1,1,0,1,frc9430,frc2915,frc4488,frc4662,frc2557,frc6831,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm16,qm,1,16,frc2915,1,0,0,0,0,0,0,80,0,0,0,0,0,0,0,None,0,"Leave only, weird program. Robot drove all the way to end of field when it bumped up against DS wall, meaning it had to double back to score the preloaded coral(which missed anyways)","Intake broke, didn't score anything. Frozen for most of match.",Was disabled at endgame,Sam,1,0,0,0,frc9430,frc2915,frc4488,frc4662,frc2557,frc6831,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm16,qm,1,16,frc4488,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,Park,0,pretty good. they have a l4 center auto. ,"Pretty fast, probably low-end first pick. ",I dont know if they can climb but they didnt. ,Michael,1,0,0,0,frc9430,frc2915,frc4488,frc4662,frc2557,frc6831,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm16,qm,1,16,frc4662,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,None,0,"Left start, did nothing else","Fastish moving robot, extremely slow place sequence taking 10-15 seconds. Scored a few L4",Did not do anything,Pranav,1,0,0,0,frc9430,frc2915,frc4488,frc4662,frc2557,frc6831,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm17,qm,1,17,frc6696,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,Park,0,great auto as they almost scored 2 coral,"great L4 coral placement and wide intake making it easier for human players. however, the cycles are very slow and shaky",parked just fine.,naman,1,1,0,0,frc6696,frc5970,frc3812,frc3673,frc9446,frc5975,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm17,qm,1,17,frc9446,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Park,0,Moved very slightly ,seemed to have trouble with coral intake and switched to defense,It just parked,Ave wilson,1,0,0,0,frc6696,frc5970,frc3812,frc3673,frc9446,frc5975,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm17,qm,1,17,frc5975,0,,,,,,,,,,,,,,,None,0,No show,,,,,,,,frc6696,frc5970,frc3812,frc3673,frc9446,frc5975,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm17,qm,1,17,frc5970,1,0,0,0,0,0,,,,,,,,,,Deep Climb,0,leave only,"immediately went to park, then climbed at endgame. never attempted scoring after initial failure, never attempted defense either",n/a,Sam,1,0,0,0,frc6696,frc5970,frc3812,frc3673,frc9446,frc5975,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm17,qm,1,17,frc3812,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,Just moved,"Got a coral stuck in bot, parked early. ","Just parked. 

I cant give a good bot reveiw with this info, but they did not look too good. Elevator was slow. ",Michael,1,0,0,0,frc6696,frc5970,frc3812,frc3673,frc9446,frc5975,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm17,qm,1,17,frc3673,3,0,0,0,0,1,0,0,0,0,0,0,0,2,6,Park,0,Left start,"Ran fast cycles, always placed in L1 and L2. Decent accuracy, good collect","ATTEMPTED TO PLACE IN REEF L1, FAILED. PARKED",Pranav,1,0,0,0,frc6696,frc5970,frc3812,frc3673,frc9446,frc5975,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm18,qm,1,18,frc6443,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,0,scored a coral,got a coral stuck in robot early on but quickly adapted by removing algae frequently,parked,naman,1,0,0,0,frc6443,frc3574,frc6845,frc1844,frc7034,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm18,qm,1,18,frc7034,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Park,0,successfully placed 1 coral ,bad aim when placing coral okay intake,Attempted to but failed,Ave wilson,1,0,0,0,frc6443,frc3574,frc6845,frc1844,frc7034,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm18,qm,1,18,frc4043,5,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Park,0,Moved a little bit,L4 not so reliable,barely made it to prk,Aarush V,1,0,0,0,frc6443,frc3574,frc6845,frc1844,frc7034,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm18,qm,1,18,frc3574,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Park,0,Drove wrong way into barge?,Coral got suck in bot,park only,Sam,0,0,0,0,frc6443,frc3574,frc6845,frc1844,frc7034,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm18,qm,1,18,frc6845,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,0,,Just not good at defense. Probably DNP. ,,Michael,1,0,0,0,frc6443,frc3574,frc6845,frc1844,frc7034,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm18,qm,1,18,frc1844,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,"Left, did nothing else",Failed to pick up or collect anything. Ground intake extremely inaccurate and bad,Parked,Pranav,1,0,0,0,frc6443,frc3574,frc6845,frc1844,frc7034,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm19,qm,1,19,frc2733,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,None,0,left starting zone,got stuck quite a few times on algae and are capable of efficient coral cycles,forgot to park,naman,1,0,0,0,frc2733,frc957,frc9438,frc3636,frc2898,frc1425,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm19,qm,1,19,frc2898,3,0,0,0,0,0,0,51,0,0,0,1,0,0,0,None,0,"Went forward, hit reef","got coral in itself seemed to freeze, it was unmoving ",frozen,Ave wilson,1,0,0,0,frc2733,frc957,frc9438,frc3636,frc2898,frc1425,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm19,qm,1,19,frc1425,1,0,2,0,0,0,0,0,2,0,0,2,5,0,0,Park,0,Go 2 on l4,Very reliable to score coral on L3-4. The said that their safety captain is really cool. His name is like Aarush Vegesna or something like that.,parked but unable to climb due to Cora stuck in robot,Aarush V,1,0,0,0,frc2733,frc957,frc9438,frc3636,frc2898,frc1425,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm19,qm,1,19,frc957,5,0,2,0,0,1,0,0,0,0,0,1,2,2,1,Park,0,"Was very good and smooth, scored two on l4, and one on l1, was very smooth and well coordinated.","Was quite fast, scored mostly on l3 and l2, and one on l4 and l1. Was smooth at the beginning, but later began aimlessly missing l1 coral placement, but feeding was speedy, however alliance coordinati","had unsuccessful deep climb, and unbalanced weight distribution",Dev Sharma,1,0,0,0,frc2733,frc957,frc9438,frc3636,frc2898,frc1425,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
